"","sessionid","treatmentnumber","subjects","period","subject","group","profit","totalprofit","contribution_id","income","strategic_ability","timecalculercontrolreppggok","timeokcontrolreppggok","timecalculerrepeatedpggok","timeokrepeatedpggok","sumc_rep","roundprofit","timecontinuerrepeatedpggfeedback","gamepaid","paypgg","paytask","finalprofit","moneyearned","crtscore","paycrt","mycontrib","sumcont_one","sm","paypggone","type","unassigned","winrace","payrace","bilevel","maxint","choiceguess","payguess","target","p","guessability","gr_one","ap","unco_cont","cond1","cond2","cond3","cond4","cond5","cond6","cond7","cond8","cond9","cond10","cond11","cond12","cond13","cond14","cond15","cond16","cond17","cond18","cond19","cond20","cond21","timeokcontrolonepggok","timeokoneshotpgguncook","timeokoneshotpggcondok","avg_cond","cov","sum_square1","sum_square2","avg_bench","d1","d2","var_cond","cor","othercont","mycond","ca","cb","cc","gr_guess","ce","timeokguessinggameok","cg","distance","winguess","cj","sessiontarget","cl","age","gender","study","yearstudy","nation","difficultexp","strategy","strategy1","strategy2","strategypartner","risk","session","id","idgroup","hetero","female","groupcont","avg_cont_all","avg_cont_type","avg_cont_ability","otherCC","CC","n_cc","cumability","bin_strategic_ability","n_H","avg_cont_prefgroup","avg_cont_abgroup","groupcompo","allCC","allH","dif_cont","othercont_rep","mincont","medcont","repothercont","otherH","periodsq","minab","maxab","decile","quartile","avgsm","FR","n_low","n_fr","allFR","allLow","fieldstudy","nationality","avg_cont_compo","condition","sum_contribution_g","avg_contribution_g","avg_contr_g_others","roundprofit_id","grouptype","group_ability_cont","group_ability_cat","group_ability_bin"
"866","160321_1553",2,"subjects",9,19,5,"0","0",0,260.6,44.4444444444444,"-","-","0",23,20,32,15,NA,NA,NA,10355,10355,1,100,100,300,0,"280","Freerider",NA,1,200,5,5,80,0,3666666666666660,"0.6666666666666666",0,4,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-24,29,67,"0",0,0,77000,100,"0",100,"0",0,200,0,300,100,"280",6,80,47,3666666666666660,4333333333333330,0,0,3141666666666660,"0",18,"Homme","Sciences dures (Mathématiques, Chimie, Biologie, Physique, Informatique)","Licence 1","Francaise","5 (Facile)","Observer d'abord, puis voir si on peut 'vivre au dépends des autres' c'est à dire ne rien contribuer et gagner plus grace à la cagnotte des autres, qui eux pensent gagner assez grace à leur participation dans la cagnotte.","",NA,"Comme moi",8,3,67,"21",NA,0,6.66666650772095,8.52777767181396,7,9.72222232818604,1,0,1,0.546875,1,2,7.59999990463257,6.19298267364502,3,0,0,-10,20,0,0,20,1,81,39.8661308288574,44.9263725280762,6,3,0,1,1,1,0,0,4,3,7,"STRAT",20,6.66666666666667,10,32,"grouptype_is_mixed",43.0789825970549,"MEDIUM","HIGH_STRAT"
"867","160321_1143",2,"subjects",9,18,6,"0","0",3,187.6,39.0401051939514,"-","-","0",28,6,20.6,17,NA,NA,NA,10275,10275,1,100,70,470,0,"412","Freerider",NA,1,200,2,5,0,100,9777777777777770,"0.6666666666666666",0.437869822485207,5,0,70,0,0,0,0,10,10,10,15,15,20,20,20,20,20,20,20,20,40,50,60,70,33,8,-18,"2095238095238090",20950,7330952380952370,77000,100,"4904761904761900",100,"3665476190476180",0.881776388512773,250,70,470,70,"412",5,0,51,9777777777777770,9777777777777770,1,100,23.75,"0.4378698224852071",21,"Femme","Autres","Master 1","Francaise","4","contribuer un peu à chaque fois et en fonction des attitudes de chacun au tour précédent","",NA,"Je pensais que les autres allaient plus contribuer pour le projet commun",8,1,18,"6",NA,1,2,8.52777767181396,9.07692337036133,7.33333349227905,1,0,2,0.411458343267441,0,0,7.25,6.77777767181396,3,0,0,-4,3,0,3,3,0,81,38.1459579467773,39.0401039123535,5,2,20.9523811340332,1,3,2,0,1,1,3,7,"STRAT",6,2,1.5,20.6,"grouptype_is_mixed",38.7332895025203,"MEDIUM","LOW_STRAT"
"868","160321_1143",2,"subjects",9,2,5,"0","0",20,297,41.5121630506246,"-","-","0",24,60,36,18,NA,NA,NA,15.94,15.94,2,200,200,470,0,"282","UncondCoop",NA,1,200,1,5,50,0,2555555555555550,"0.6666666666666666",0.378698224852071,5,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,-63,23,57,"200",0,0,77000,100,"0",100,"0",0,120,200,470,200,"282",4,50,86,2555555555555550,2444444444444440,0,0,23.75,"0.3786982248520711",19,"Homme","Economie et Gestion, Math-Eco","Licence 1","Autre Non-Européenne","5 (Facile)","20 par sécurité","",NA,"20...",7,1,2,"5",NA,0,20,8.52777767181396,12.6666669845581,7.33333349227905,2,0,2,0.463541656732559,0,1,7.25,8.75,3,0,0,0,40,20,20,40,1,81,40.7889556884766,44.996711730957,5,2,200,0,2,0,0,0,3,2,7,"STRAT",60,20,20,36,"grouptype_is_mixed",42.4326101249178,"MEDIUM","HIGH_STRAT"
"869","160329_1355",0,"subjects",9,16,6,"0","0",14,259.6,55.5555555555556,"-","-","0",26,43,31.8,12,NA,NA,NA,10.7,10.7,2,200,0,140,1,"284","Freerider",NA,1,200,5,5,100,0,4933333333333330,"0.6666666666666666",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-218,14,33,"0",0,0,77000,100,"0",100,"0",0,140,0,140,0,"284",6,100,6,4933333333333330,5066666666666660,0,0,3213888888888880,"0",22,"Homme","Sciences dures (Mathématiques, Chimie, Biologie, Physique, Informatique)","Licence 3","Francaise","4","Mon but était d'inciter les autres joueurs à miser plus pour que l'on remporte plus. Pour cela, j'ai tenté d'augmenter progressivement ma mise pour essayer de faire comprendre aux autre ma stratégie.","",NA,"J'esperais qu'ils comprennent qu'on pouvait gagner plus collectivement...",3,8,184,"62",NA,0,14.3333330154419,5.91666650772095,3.25,5.78260850906372,2,0,2,0.734375,1,1,7.25,8.75,3,0,0,14,29,10,14,29,0,81,28.8888893127441,55.5555572509766,8,3,0,1,2,1,0,0,4,3,7,"RAND",43,14.3333333333333,14.5,31.8,"grouptype_is_mixed",39.3242791602103,"MEDIUM","LOW_STRAT"
"870","160324_1558",0,"subjects",9,20,7,"0","0",20,302.2,47.2281055639603,"-","-","0",24,60,36,20,NA,NA,NA,21155,21155,1,100,80,380,0,"348","Others",NA,1,200,1,5,25,200,2711111111111110,"0.6666666666666666",0.883509833585477,7,0,80,0,0,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,0,0,-71,4,-2,"4047619047619040",2.04e+15,1829523809523800,77000,100,"-4047619047619040",100,"9147619047619040",0.54352030338625,150,0,380,80,"348",2,25,67,2711111111111110,2111111111111100,1,200,2927777777777770,"0.8835098335854766",20,"Homme","Economie et Gestion, Math-Eco","Licence 3","Francaise","2","J'ai augmenté graduelement ma mise, en suivant les réponses des membres de mon groupe. Au bout de 5 essais environ, il y a comme une solidarité qui s'est installé, tout le monde avait compris que tout le mond serait gagnant","si chacun mettait 20. A la fin, je supposais que les autres membres allait continuer à mettre 20 donc j'ai mis 0 pour optimiser mes gains",NA,"Comme je l'attendais, ils ont augmentés leurs mises, puis 20, comme attendu",7,7,164,"55",NA,0,20,5.91666650772095,4.875,5.78260850906372,1,0,1,0.59375,1,1,7.59999990463257,8.75,3,0,0,12,40,20,20,40,0,81,17.7777786254883,47.2281074523926,6,3,40.476188659668,0,2,1,0,0,3,3,7,"RAND",60,20,20,36,"grouptype_is_mixed",36.097943631983,"LOW","LOW_STRAT"
"871","160321_1143",2,"subjects",9,12,6,"0","0",0,231.6,38.1459566074951,"-","-","0",23,6,23.6,16,NA,NA,NA,9.3e+15,9.3e+15,0,0,60,360,1,"356","Freerider",NA,1,200,3,5,43,0,2355555555555550,"0.6666666666666666",0.544378698224852,6,1,0,0,0,0,0,0,0,60,0,0,0,0,0,0,60,0,0,0,0,0,0,60,16,26,53,"8571428571428570",5.4e+15,9257142857142850,77000,100,"5142857142857140",100,"4628571428571420",0.202259958738973,300,60,360,60,"356",6,43,37,2355555555555550,1944444444444440,0,0,23.75,"0.5443786982248521",22,"Femme","Autres","Master 1","Autre Non-Européenne","4","choisir toujour 0","",NA,"faire la contribution",6,1,12,"6",NA,1,2,8.52777767181396,7,7.33333349227905,2,0,2,0.385416656732559,0,0,7.25,6.77777767181396,3,0,0,0,6,3,3,6,0,81,38.1459579467773,39.0401039123535,4,2,8.5714282989502,1,3,2,0,1,1,2,7,"STRAT",6,2,3,23.6,"grouptype_is_mixed",38.7332895025203,"MEDIUM","LOW_STRAT"
"872","160323_1352",1,"subjects",9,8,3,"0","0",0,187.2,55.4475933423302,"-","-","0",29,0,20,20,NA,NA,NA,12695,12695,2,200,0,300,1,"380","Freerider",NA,1,200,3,5,0,0,1688888888888880,"0.6666666666666666",0.396761133603239,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-203,1,5,"0",0,0,77000,100,"0",100,"0",0,300,0,300,0,"380",1,0,11,1688888888888880,1688888888888880,0,0,2483333333333330,"0.396761133603239",23,"Homme","Economie et Gestion, Math-Eco","Master 1","Francaise","4","Jouer l'équilibre de Nash, quand les partenaires sont inconnus il est difficile d'établir une coopération.","",NA,"De façon aléatoire au début, puis tendre vers l'équilibre de nash.",6,5,104,"35",0,0,0,7.63888883590698,6.20833349227905,7.29729747772217,0,0,0,0.71875,1,1,6.60416650772095,8.75,3,0,0,0,0,0,0,0,0,81,23.6707153320312,55.4475936889648,8,3,0,1,2,3,1,0,3,3,7,"PREF",0,0,0,20,"Freerider",35.6125356125356,"LOW","LOW_STRAT"
"873","160323_1155",1,"subjects",9,12,1,"0","0",0,173.2,36.6666666666667,"-","-","0",24,1,20.6,19,NA,NA,NA,7319999999999990,7319999999999990,0,0,0,300,0,"380","Freerider",NA,1,200,1,5,33,100,3688888888888880,"0.6666666666666666",0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-88,-28,-94,"0",0,0,77000,100,"0",100,"0",0,140,0,300,0,"380",6,33,26,3688888888888880,3888888888888880,1,100,2933333333333330,"0.9",20,"Femme","Droit, Sciences politiques","Licence 2","Francaise","3","J'ai joué ce que je jouais l'ordinateur. S'il jouait 1, je jouais ensuite 1 etc...","",NA,"De manière égoiste.",7,4,84,"25",0,1,0.333333343267441,7.63888883590698,6.20833349227905,8,0,0,0,0.348958343267441,0,0,6.60416650772095,6.77777767181396,3,0,0,0,1,0,0,1,0,81,30.3030300140381,36.6666679382324,4,2,0,1,3,3,1,1,2,3,7,"PREF",1,0.333333333333333,0.5,20.6,"Freerider",33.4343434343434,"LOW","LOW_STRAT"
"874","160323_1352",1,"subjects",9,20,8,"0","0",4,226.6,36.8960863697706,"-","-","0",29,6,19.6,18,NA,NA,NA,14.04,14.04,0,0,200,390,1,"234","CondCoop",NA,1,200,1,5,21,200,1688888888888880,"0.6666666666666666",0.906882591093117,3,1,110,0,30,50,70,60,80,100,110,120,130,140,150,150,160,180,180,200,200,200,200,200,-45,-1,-6,"129047619047619",75300,7698095238095230,77000,100,"7095238095238090",100,"3849047619047610",0.978043055479035,190,200,390,200,"234",1,21,86,1688888888888880,4111111111111110,1,200,2483333333333330,"0.9068825910931174",18,"Homme","Economie et Gestion, Math-Eco","Licence 1","Francaise","5 (Facile)","mETTRE LE PLUS SOUVENT POSSIBLE \""0\"" car on ne peut pas gagner moins de 20 jetons tandis que si on mise davantage on risque de perdre des jetons. Il faut espérer que les autres misent.","",NA,"Je pensais qu'ils allaient miser beaucoup.",5,5,116,"40",1,0,2,7.63888883590698,3,8,1,1,2,0.354166656732559,0,2,7.25,6.19298267364502,3,0,0,-7,2,0,2,2,2,81,36.8960876464844,58.2276191711426,4,2,129.047622680664,0,1,1,0,0,3,3,7,"PREF",6,2,1,19.6,"grouptype_is_mixed",46.3967611336032,"MEDIUM","HIGH_STRAT"
"875","160329_1355",0,"subjects",9,4,2,"0","0",2,181,62.6415094339623,"-","-","21",14,2,19.2,4,NA,NA,NA,7.84e+15,7.84e+15,3,300,100,200,1,"220","CondCoop",NA,1,200,1,5,43,0,2288888888888880,"0.6666666666666666",0.679245283018868,8,1,120,0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,100,29,18,-8,"9523809523809520",67000,6652380952380950,77000,100,"4761904761904750",100,"3326190476190470",0.936140176684459,100,100,200,100,"220",2,43,1,2288888888888880,2011111111111110,0,0,3213888888888880,"0.6792452830188679",20,"Homme","Sciences dures (Mathématiques, Chimie, Biologie, Physique, Informatique)","Licence 1","Francaise","5 (Facile)","regarder la mise des autres joueurs et adapter afin que ma mise personnelle soit toujours en dessous de la mise globale\r\n","",NA,"j'ai pensé que les joueurs allaient  résonner comme moi, j'ai donc réduit de plus en plus la contribution",7,8,172,"58",NA,0,0.666666686534882,5.91666650772095,7.80000019073486,5.78260850906372,1,1,2,0.817708313465118,1,1,7.25,8.75,3,0,0,-10,5.96046447753906e-08,0,0,5.96046447753906e-08,0,81,13.3333330154419,62.6415100097656,9,4,95.2380981445312,0,2,1,0,0,4,3,7,"RAND",2,0.666666666666667,0,19.2,"grouptype_is_mixed",37.9564305897366,"MEDIUM","LOW_STRAT"
"876","160321_1143",2,"subjects",9,22,7,"0","0",0,206.6,31.1242603550296,"-","-","0",28,3,21.8,7,NA,NA,NA,8.425e+15,8.425e+15,0,0,190,330,1,"208","Others",NA,1,200,1,5,35,0,2555555555555550,"0.6666666666666666",0.733727810650888,3,1,130,20,60,61,13,85,50,100,77,30,101,99,185,80,160,100,130,120,72,96,106,190,-442,12,-137,"9214285714285710",38500,4541057142857140,77000,100,"9785714285714280",100,"2270528571428570",0.651083790878803,140,190,330,190,"208",4,35,70,2555555555555550,9444444444444440,0,0,23.75,"0.7337278106508876",18,"Femme","Economie et Gestion, Math-Eco","Licence 1","Autre Non-Européenne","2","j'ai commencer à mettre de 10à 13 jetons dans les 1ers période une fois j'ai vu que le total de groupe déminue j'ai déminuer aussi","",NA,"ils préfèrent garder les jetons",5,1,22,"7",NA,1,1,8.52777767181396,8.16666698455811,7.33333349227905,2,0,2,0.276041656732559,0,0,7.25,6.77777767181396,3,0,0,-13,3,0,0,3,0,81,31.1242599487305,37.0677185058594,3,2,92.1428604125977,0,3,0,0,1,3,2,7,"STRAT",3,1,1.5,21.8,"grouptype_is_mixed",33.5218058294981,"LOW","LOW_STRAT"
"877","160323_1557",1,"subjects",9,2,3,"0","0",20,201.6,35.8917589175892,"-","-","0",29,40,24,17,NA,NA,NA,13.34,13.34,0,0,40,80,0,"208","Freerider",NA,1,200,1,5,33,0,1311111111111110,"0.6666666666666666",0.876752767527675,3,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-195,39,-33,"0",0,0,77000,100,"0",100,"0",0,110,0,80,40,"208",2,33,58,1311111111111110,1988888888888880,0,0,2836111111111110,"0.8767527675276752",18,"Homme","Economie et Gestion, Math-Eco","Licence 1","Francaise","4","J'ai commençé en mettant un petit peu, puis en voyant que les autres ne mettaient rien j'ai décidé de ne plus rien donner non plus pour pouvoir gagner plus.","",NA,"Je me doutais qu'ils allaient ne rien mettre.",5,6,122,"43",0,0,13.3333330154419,7.63888883590698,6.20833349227905,8,0,0,0,0.34375,0,0,6.60416650772095,6.77777767181396,3,0,0,16,20,0,20,20,0,81,13.3333330154419,35.8917579650879,4,2,0,1,3,3,1,1,3,3,7,"PREF",40,13.3333333333333,10,24,"Freerider",23.0750307503075,"LOW","LOW_STRAT"
"878","160321_1143",2,"subjects",9,20,7,"0","0",0,206.6,37.0677186061801,"-","-","0",28,3,21.8,15,NA,NA,NA,10.75,10.75,1,100,200,360,0,"216","CondCoop",NA,1,200,2,5,50,0,36,"0.6666666666666666",0.378698224852071,6,0,200,0,0,0,0,0,0,0,200,200,200,200,200,200,200,200,200,200,200,200,200,200,-66,47,20,"1333333333333330",98000,1866666666666660,77000,100,"6666666666666660",100,"9333333333333330",0.817423891369599,100,200,360,200,"216",1,50,54,36,14,0,0,23.75,"0.3786982248520711",23,"Homme","Economie et Gestion, Math-Eco","Master 1","Francaise","5 (Facile)","Vérifier les capacités intellectuelles de mon groupe à pouvoir maximiser leurs Gains. Si ils comprenaient pas que miser 20 à chaque tour permetté de gagner plus qu'une stratégie individuelle => mise de 0","",NA,"Comme des teubés",5,1,20,"7",NA,0,1,8.52777767181396,9.07692337036133,7.33333349227905,1,1,2,0.364583343267441,0,0,7.25,6.77777767181396,3,0,0,-20,3,0,0,3,0,81,31.1242599487305,37.0677185058594,4,2,133.33332824707,0,3,0,0,1,3,3,7,"STRAT",3,1,1.5,21.8,"grouptype_is_mixed",33.5218058294981,"LOW","LOW_STRAT"
"879","160329_1355",0,"subjects",9,7,3,"0","0",1,2.542e+15,21.7154315923799,"-","-","0",24,8,23.8,17,NA,NA,NA,10195,10195,1,100,120,140,0,"164","Others",NA,1,200,1,5,62,0,38,"0.6666666666666666",0.118129614438064,1,0,120,160,140,200,110,100,90,80,70,190,160,120,140,20,60,80,120,160,200,40,60,100,-234,8,-107,"1142857142857140",-18500,5371428571428570,77000,100,"-1428571428571420",100,"2685714285714280",-0.287661316276644,20,120,140,120,"164",3,62,86,38,24,0,0,3213888888888880,"0.118129614438064",21,"Femme","Autres","Licence 1","Francaise","4","J'ai préféré verser un maximum de jetons dans la cagnotte commune dès le départ pour voir si les autres participants me suivraient mais en voyant que ce n'etait pas le cas, j'ai fait l'inverse en versant le minimum de jeton possible.","",NA,"En versant le plus de jetons possible.",8,8,175,"59",NA,1,2.66666674613953,5.91666650772095,4.875,6.03999996185303,0,0,0,0.15104167163372,0,0,6.60416650772095,6.77777767181396,3,0,0,-11,7,0,1,7,0,81,12.5731477737427,21.7154312133789,2,1,114.285713195801,0,3,1,0,1,1,3,7,"RAND",8,2.66666666666667,3.5,23.8,"grouptype_is_mixed",18.6680035244432,"LOW","LOW_STRAT"
"880","160321_1405",2,"subjects",9,21,7,"0","0",8,170.4,31.1111111111111,"-","-","0",27,10,18,16,NA,NA,NA,10.24,10.24,1,100,150,235,0,"191","CondCoop",NA,1,200,3,5,100,0,3822222222222220,"0.6666666666666666",0,7,0,150,0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,150,150,150,150,150,-16,-17,4,"9285714285714280",64000,5542857142857140,77000,100,"5714285714285710",100,"2771428571428570",0.979642839876203,85,150,235,150,"191",6,100,71,3822222222222220,6177777777777770,0,0,2502777777777770,"0",20,"Homme","Economie et Gestion, Math-Eco","Licence 1","Francaise","5 (Facile)","J'ai tenté de motiver le groupe en donnant beaucoup durant les 2 premières phases, mais les autres n'ont donné que 2 et 0 respectivement. Voyant qu'il ne cherchait pas à prendre part à la cagnotte je n'ai mis que des 0 par la suite.","",NA,"Je pensais qu'ils allaient au moins tenter de jouer le jeu.",6,2,45,"15",NA,0,3.33333325386047,8.52777767181396,9.07692337036133,7.33333349227905,0,1,1,0.270833343267441,0,0,7.59999990463257,6.77777767181396,3,0,0,-7,1.99999976158142,0,2,1.99999976158142,0,81,30.4180793762207,31.1111106872559,3,2,92.8571395874023,0,3,2,0,1,3,3,7,"STRAT",10,3.33333333333333,1,18,"grouptype_is_mixed",30.7746390458255,"LOW","LOW_STRAT"
"881","160324_1558",0,"subjects",9,15,5,"0","0",0,181.8,44.4444444444444,"-","-","0",28,0,20,18,NA,NA,NA,15445,15445,1,100,40,260,0,"316","Others",NA,1,200,5,5,75,0,2777777777777770,"0.6666666666666666",0,3,0,40,0,5,10,15,20,20,20,25,25,25,25,30,30,30,40,40,15,15,10,10,10,43,44,-7,"20",3250,2299999999999990,77000,100,"-10",100,"115",0.244215981276842,20,25,260,40,"316",7,75,86,2777777777777770,4722222222222220,0,0,2927777777777770,"0",18,"Femme","Economie et Gestion, Math-Eco","Licence 1","Francaise","5 (Facile)","je comptais mettre en confiance les autres joueurs au début en misant puis ne rien miser, mais les autres joueurs n'ont rien misé dès le départ donc j'ai fais comme eux","",NA,"je pensais qu'ils miseraient un minimum",6,7,159,"53",NA,1,0,5.91666650772095,4.875,5.78260850906372,0,0,0,0.546875,1,2,6.60416650772095,6.19298267364502,3,0,0,-4,0,0,0,0,1,81,12.1129598617554,50.4555397033691,6,3,20,0,1,2,0,0,3,3,7,"RAND",0,0,0,20,"grouptype_is_mixed",35.6709811172746,"LOW","LOW_STRAT"
"882","160321_1405",2,"subjects",9,6,3,"0","0",0,210.4,55.1939736346516,"-","-","0",22,0,20,18,NA,NA,NA,13265,13265,2,200,30,105,0,"233","UncondCoop",NA,1,200,3,5,0,0,8222222222222220,"0.6666666666666666",0.389152542372882,1,0,30,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,-90,30,18,"20",0,0,77000,100,"0",100,"0",0,140,20,105,30,"233",3,0,80,8222222222222220,8222222222222220,0,0,2502777777777770,"0.3891525423728816",19,"Homme","Droit, Sciences politiques","Licence 2","Francaise","4","Ne jamais mettre de jeton dans la cagnotte et laisser les autres faire l'erreur d'en mettre pour récolter le maximum de jeton","",NA,"au départ mettre un certain nombre de jetons, puis de moins en moins jusqu'à 0",7,2,30,"11",NA,0,0,8.52777767181396,12.6666669845581,9.72222232818604,1,0,1,0.6875,1,2,7.59999990463257,6.19298267364502,3,0,0,-3,0,0,0,0,1,81,32.4369125366211,59.2617683410645,7,3,20,0,1,1,0,0,2,3,7,"STRAT",0,0,0,20,"grouptype_is_mixed",48.9642184557439,"HIGH","HIGH_STRAT"
"883","160321_1405",2,"subjects",9,12,4,"0","0",5,240.8,47.0659133709981,"-","-","0",29,16,24.6,18,NA,NA,NA,11.5,11.5,1,100,5,105,0,"258","Freerider",NA,1,200,1,5,30,0,1844444444444440,"0.6666666666666666",0.87864406779661,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-68,25,6,"0",0,0,77000,100,"0",100,"0",0,110,0,105,5,"258",1,30,19,1844444444444440,1155555555555550,0,0,2502777777777770,"0.8786440677966101",22,"Homme","Economie et Gestion, Math-Eco","Master 1","Francaise","5 (Facile)","Je ne mettais pas beaucoup d'argent dans la cagnotte commune.","",NA,"Je pensais qu'ils n'allaient pas mettre d'argent dans la cagnotte en commune",4,2,36,"12",NA,0,5.33333349227905,8.52777767181396,7,9.72222232818604,1,0,1,0.588541686534882,1,2,7.59999990463257,6.19298267364502,3,0,0,4.5,11,1,5,11,1,81,24.128059387207,47.0659141540527,6,3,0,1,1,2,0,0,3,3,7,"STRAT",16,5.33333333333333,5.5,24.6,"grouptype_is_mixed",38.4406779661017,"MEDIUM","LOW_STRAT"
"884","160323_1155",1,"subjects",9,7,7,"0","0",15,309,23.2323232323232,"-","-","0",28,42,30.2,-2,NA,NA,NA,15.56,15.56,1,100,80,90,0,"174","Others",NA,1,200,1,5,60,0,2622222222222220,"0.6666666666666666",0.163636363636364,2,0,80,0,10,20,50,80,100,110,120,120,120,120,140,140,120,120,120,100,100,80,40,40,-453,-5,-44,"880952380952381",18200,3812380952380950,77000,100,"-480952380952381",100,"1906190476190470",0.335913826298804,50,40,90,80,"174",5,60,75,2622222222222220,3377777777777770,0,0,2933333333333330,"0.1636363636363637",21,"Femme","Autres","Master 1","Francaise","3","Si les autres membres du groupes \""misaient\"" beaucoup, je misais peu.","",NA,"Qu'ils allaient miser de façon relativement stable (entre 11 et 14 par session)",2,4,79,"31",0,1,14,7.63888883590698,8.25,8,0,0,0,0.15625,0,2,6.60416650772095,6.19298267364502,3,0,0,7,27,12,15,27,2,81,23.2323226928711,67.9797973632812,2,1,88.0952377319336,0,1,0,0,0,1,3,7,"PREF",42,14,13.5,30.2,"Others",48.8552188552189,"MEDIUM","HIGH_STRAT"
"885","160323_1557",1,"subjects",9,23,8,"0","0",15,297.2,40,"-","-","0",28,41,29.6,10,NA,NA,NA,15755,15755,3,300,100,250,0,"250","Others",NA,1,200,1,5,75,0,2066666666666660,"0.6666666666666666",0,2,0,100,0,5,10,15,20,25,30,35,40,45,50,50,45,40,35,30,25,20,15,10,0,16,-53,-65,"2595238095238090",2250,508095238095238,77000,100,"-2595238095238090",100,"254047619047619",0.113753454201828,130,0,250,100,"250",6,75,67,2066666666666660,5433333333333330,0,0,2836111111111110,"0",20,"Homme","Sciences dures (Mathématiques, Chimie, Biologie, Physique, Informatique)","Licence 1","Francaise","5 (Facile)","Tester des valeurs de mises entre 10 et 20 afin d'encourager l'équipe à conserver ce genre de valeurs pour permettre des bénéfices constants, mais ajustement au 0 quand tout le monde s'y met (car malheureusement tout le monde","y viendra à cause de la pression du groupe)",NA,"j'espérais qu'ils continuent à miser pour garantir des profits, cela n'a pas été le cas",7,6,143,"48",0,0,13.6666669845581,7.63888883590698,8.25,8,0,0,0,0.4375,0,1,6.60416650772095,8.75,3,0,0,5,26,7,15,26,1,81,35.5555572509766,47.4538726806641,5,2,25.9523811340332,0,2,0,0,0,4,3,7,"PREF",41,13.6666666666667,13,29.6,"Others",41.003143364767,"MEDIUM","LOW_STRAT"
